unique,runique,round,SurveyVersion,Current,fdn,fdntext,fldimp,undrfld,advknow,pubpol,comimp,undrwr,undrsoc,orgimp,undrorg,impsust,granteffect,avgrelfact,comfort,responsv,fairness,ctctfreq,initcont,conchng,sitevst,clrcomm,consistent,lrn_pub,lrn_web,lrn_ar,lrn_grp,lrn_ind,lrn_oth,lrn_blog,lrn_facebk,lrn_twitter,lrn_video,lrn_none2,ansrec,help_pub,help_web,help_ar,help_grp,help_ind,help_oth,help_blog,help_facebk,help_twitter,help_video,onr_fochelp,onr_ideahelp,selhelp,selfdn,pressure,tmsubcmt,propsub,s_loi,s_intv,s_phone,s_rescomm,s_lm,s_none,anssel,helpeval,disceval,discassess,helpassess,evalocc,evalocc_recode,eval_prcs_2,eval_prcs_3,eval_prcs_4,eval_prcs_8,eval_prcs_9,eval_prcs_89,eval_prcs_new,exteval,grtval,total_pem,prophour,prophour_buc_val,emhour,emana,emana_buc_val,propno,emno,ansasst,m_yeast,noasst,m_madv,m_mstrt,m_mfnpl,m_mperf,m_fcoll,m_fadv,m_fintr,m_frobs,m_fpubs,m_fsems,m_ogov,m_oit,m_ocom,m_ofac,m_otrn,m_fundasst,m_ootr,mc_mgmt,mc_fld,mc_oth,mc_all,nonmon,fldorcomp,fundasst,fundimp,f_fdnrep,satisfac,msatisfac,awarechall,helpchall,transparent,trans_select,trans_futfund,trans_bestpractice,trans_failure,typfund_new,grntlen,lenbuc_val,grntsz,grntbuc_val,anpctbud,relpat,budg,budbuc_val,curfund,declined,posit,gender,r_aframb,r_nativeal,r_asianind,r_white,r_sphislat,r_pacisl,r_oth,r_prefno,race,ISI_value,initcont_denom,tmsubcmt_denom,eval_prcs_new_denom,gender_denom,race_denom,ressub_lm,ressub_eval,ressub_prog,ressub_wrt,ressub_quantdata,ressub_qualdata,ressub_story,ressub_quantinfo,ressub_qualinfo,ressub_cost,ressub_oth,resreq_lm,resreq_eval,resreq_prog,resreq_wrt,resreq_quantdata,resreq_qualdata,resreq_story,resreq_quantinfo,resreq_qualinfo,resreq_cost,resreq_oth,e_stvst,e_disc,e_phone,e_email,e_extevl,e_wrtfm,e_outdata,e_none,use_blog,use_facebk,use_twitter,use_video,undrres,cctresuse,cctres,rellen,divcomm_fdn,divcomm_prog,divcomm_org,divcomm_wrk,divadd,optind,tracking
1967,14S21967,14S,Domestic,1,3004,Boylston 14S,7,88,88,88,7,88,77,7,88,7,88,7,7,7,7,5,4,77,0,7,7,0,1,0,0,0,0,0,0,0,0,0,1,,7,,,,,,,,,,,7,1,1,5,1,0,0,0,1,0,0,1,,,0,7,2,0,1,0,0,0,0,0,4,,714.2857143,7,6,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,,,,,,7,7,7,7,7,7,7,13,1,1,5000,1,0.00037,1,13684464,5,1,0,5,2,0,0,0,1,0,0,0,0,White,,,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1040
1979,14S21979,14S,Domestic,1,3004,Boylston 14S,6,7,5,5,6,6,6,6,7,4,1,,6,7,7,4,1,,1,6,,1,1,0,0,0,0,0,0,0,0,0,1,5,5,,,,,,,,,,,2,1,1,,1,1,0,0,1,0,0,1,3,1,1,6,1,1,0,0,0,1,1,1,3,0,,,,,,,,,,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,3,2,0,,,,,,7,4,6,7,7,5,1,4,3,3,375000,7,,2,,,1,0,2,2,0,0,0,1,0,0,0,0,White,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,D1079
2642,14S22642,14S,Domestic,1,3003,Dartmouth 14S,7,7,7,6,6,7,7,6,6,7,2,7,7,7,7,5,3,0,0,7,7,1,1,0,1,1,0,0,0,0,0,0,1,6,6,,7,7,,,,,,,,7,,,,0,0,1,0,0,0,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,25000,2,2,1,,,,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,,,,,,7,6,6,6,6,7,7,4,2,2,50000,4,0.00167,2,15000000,5,1,0,1,1,0,0,0,1,0,0,0,0,White,2,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,C1004
2706,14S22706,14S,Domestic,1,3003,Dartmouth 14S,5,5,5,88,6,5,5,7,5,4,1,5.6,6,6,7,1,3,0,0,5,4,0,1,0,1,1,0,0,1,0,0,0,1,,4,,5,6,,,4,,,4,4,6,,,,0,0,1,1,0,0,0,1,5,0,88,6,1,1,0,0,0,1,0,0,1,0,,,,,,,,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,4,2,6,3,1,,,,,,5,4,6,6,5,6,5,4,3,3,130000,5,2.88889,1,15000,1,0,0,1,2,0,0,0,1,0,0,0,0,White,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,C1012
1126,14S21126,14S,Domestic,1,3003,Dartmouth 14S,7,7,7,4,7,7,6,7,6,2,88,6.6,7,6,6,2,3,0,1,7,7,0,0,0,0,1,0,0,0,0,0,0,1,,,,,6,,,,,,,,4,4,3,5,1,0,0,0,1,0,0,1,5,0,1,6,1,1,0,0,0,1,0,0,1,0,13043.47826,230,200,8,30,10,2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,2,2,5,2,0,,,,,,6,6,7,6,6,6,6,1,3,3,3000000,9,1.25,2,800000,3,0,0,1,1,1,0,0,0,0,0,0,0,Afr. Am.,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,C1048
1422,14S21422,14S,Domestic,1,3002,Roxbury 14S,6,7,6,7,3,4,6,6,7,5,1,6.6,7,7,7,2,3,0,1,6,6,0,0,0,0,1,0,0,0,0,0,0,1,,,,,6,,,,,,,,4,4,2,1,1,0,0,0,1,0,0,1,4,0,1,5,1,1,0,0,0,1,0,0,1,88,4000,15,10,2,5,1.66667,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,3,1,5,2,0,,,,,,7,5,5,4,4,5,4,4,3,3,60000,4,0.01379,1,1450000,4,1,0,6,1,0,0,0,1,0,0,0,0,White,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,B1029
2738,14S22738,14S,International,1,3001,Marlborough 14S,5,6,6,5,4,7,7,5,7,7,1,6.6,6,7,7,4,1,0,1,6,7,0,1,1,1,1,1,0,0,0,0,0,1,,5,3,6,6,7,,,,,,,5,4,2,5,1,0,0,0,1,0,0,1,5,1,1,5,1,1,0,0,0,1,0,0,1,0,8500,200,100,7,100,33.33333,4,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,4,3,1,8,4,1,,,,,,5,5,6,4,6,6,4,4,3,3,1700000,9,0.25185,2,2250000,4,1,0,1,1,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1074
1533,14S21533,14S,Domestic,1,3001,Marlborough 14S,6,6,5,88,5,6,2,6,6,7,4,4.6,5,5,6,3,2,1,0,5,2,0,1,0,1,1,0,0,0,0,0,0,1,,4,,5,6,,,,,,,,3,2,2,6,1,0,0,1,1,0,0,1,3,0,1,6,1,1,0,0,0,1,1,1,3,88,3571.428571,140,80,6,60,30,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,4,4,1,2,2,2,4,2,2,500000,8,1.25,3,200000,2,0,1,3,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1279
1536,14S21536,14S,Domestic,1,3001,Marlborough 14S,7,88,5,88,7,5,5,7,7,7,1,6.6,7,7,7,5,1,77,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,7,2,1,7,1,0,0,0,1,0,0,1,4,0,88,4,1,1,0,0,0,1,0,0,1,88,32941.17647,170,100,7,70,14,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,7,7,7,3,3,6,1,4,5,5,5600000,9,0.0112,2,100000000,6,0,0,3,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1050
1539,14S21539,14S,Domestic,1,3001,Marlborough 14S,5,5,7,5,4,4,5,7,7,7,1,6.4,7,7,7,2,3,0,1,6,5,1,1,0,1,1,0,0,0,0,0,0,1,5,4,,7,7,,,,,,,,6,6,4,5,1,1,1,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,41666.66667,240,200,8,40,8,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,5,2,0,,,,,,5,6,6,7,5,6,7,4,5,5,10000000,9,0.8,3,2500000,4,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1130
1544,14S21544,14S,Domestic,1,3001,Marlborough 14S,5,6,6,6,5,2,6,7,7,7,1,7,7,7,7,4,1,0,1,7,7,1,0,0,1,1,0,0,0,0,0,0,1,5,,,7,7,,,,,,,,6,4,2,5,1,1,1,1,1,0,0,1,5,1,1,5,1,1,0,0,0,1,0,0,1,0,13666.66667,120,40,5,80,36.92302,4,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,5,1,6,3,1,,,,,,7,6,7,7,7,5,6,4,2.166666667,2,1640000,9,0.30277,1,2500000,4,0,0,1,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1123
1545,14S21545,14S,Domestic,1,3001,Marlborough 14S,4,5,4,4,88,88,4,7,4,5,1,6.2,7,6,7,4,2,0,0,6,5,1,1,0,1,1,0,0,0,0,0,0,1,5,4,,6,7,,,,,,,,5,6,2,4,1,0,0,1,1,0,0,1,4,1,1,4,1,1,0,0,0,1,0,0,1,88,2699.541667,240,80,6,160,53.33333,6,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,,,,,,2,4,6,5,6,3,3,4,3,3,647890,8,0.00092,1,235000000,6,1,0,2,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1186
1547,14S21547,14S,Domestic,1,3001,Marlborough 14S,6,5,6,6,3,88,6,6,5,5,1,6.4,6,6,6,4,3,1,1,7,7,0,1,0,0,1,0,0,0,0,0,0,1,,7,,,7,,,,,,,,5,,,,0,0,0,0,1,0,0,1,1,0,0,5,1,1,0,0,0,1,0,0,1,0,26666.66667,150,100,7,50,16.66667,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,,,6,6,4,3,4,,,4,3,3,4000000,9,,3,,,0,0,2,1,0,0,0,1,0,0,0,0,White,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1069
1548,14S21548,14S,Domestic,1,3001,Marlborough 14S,7,5,6,6,6,6,6,7,7,6,2,6.6,6,7,7,3,2,1,1,7,6,1,1,1,1,1,0,0,0,0,0,0,1,5,6,6,7,7,,,,,,,,5,3,2,7,1,1,1,1,1,0,0,1,5,0,1,6,1,1,0,0,0,1,0,0,1,88,20000,100,40,5,60,20,3,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,2,2,6,2,0,,,,,,7,7,6,5,7,6,4,4,3,3,2000000,9,0.00222,2,300000000,6,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1235
1565,14S21565,14S,Domestic,1,3001,Marlborough 14S,6,7,6,88,88,7,77,7,7,7,1,6.8,6,7,7,4,1,0,0,7,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,7,7,1,6,1,0,0,0,0,0,1,1,5,1,88,,1,1,0,0,0,1,0,0,1,0,20325.18293,82,80,6,2,0.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,1,3,2,0,,,,,,,,6,4,4,4,4,4,5,5,1666665,9,,88,,,1,0,3,2,0,0,1,0,0,0,0,0,Asian,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1321
1566,14S21566,14S,Domestic,1,3001,Marlborough 14S,7,7,6,5,7,6,7,7,6,6,3,7,7,7,7,1,3,1,0,7,7,0,0,0,1,1,0,0,0,0,0,0,1,,,,7,7,,,,,,,,7,7,1,6,1,0,1,1,1,1,0,1,7,1,1,7,1,1,0,0,0,1,0,0,1,0,3202.571429,280,80,6,200,104.34764,7,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,3,2,6,3,1,,,,,,7,7,7,7,7,7,7,1,1.916666667,2,896720,8,0.12996,2,3600000,4,1,0,2,2,0,0,0,1,0,0,0,0,White,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1177
1567,14S21567,14S,International,1,3001,Marlborough 14S,6,7,6,5,5,3,5,7,6,3,1,5.4,7,5,6,4,2,0,1,4,5,1,0,0,0,1,0,0,0,0,0,0,1,5,,,,7,,,,,,,,5,6,1,5,1,1,0,1,1,0,0,1,3,0,0,3,1,1,0,0,0,1,0,0,1,0,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,4,3,3,2,2,2,2,4,,,5000000,9,,2,1000000,4,1,0,1,2,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1332
1573,14S21573,14S,Domestic,1,3001,Marlborough 14S,4,6,2,4,1,4,6,5,6,4,1,5.8,6,7,7,4,3,0,0,4,5,0,0,0,0,1,0,0,0,0,0,0,1,,,,,6,,,,,,,,2,2,2,5,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,40000,10,5,1,5,1.66667,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,5,4,4,4,5,5,4,5,3,3,400000,7,0.00143,2,93000000,6,1,0,2,2,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1214
1576,14S21576,14S,Domestic,1,3001,Marlborough 14S,7,7,7,7,7,7,7,7,6,7,1,6.4,7,6,6,3,3,1,1,7,6,0,1,0,1,1,0,0,0,0,0,0,1,,6,,6,7,,,,,,,,6,7,4,5,1,1,1,1,1,1,0,1,5,1,1,7,1,1,0,0,0,1,1,1,3,0,4457.746479,142,112,7,30,15,2,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,3,2,0,,,,,,6,5,7,7,7,7,7,4,2,2,633000,8,,3,,,1,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1371
1579,14S21579,14S,Domestic,1,3001,Marlborough 14S,7,7,6,7,4,3,7,7,6,5,2,7,7,7,7,2,3,0,0,7,7,0,1,0,1,1,0,0,0,1,0,0,1,,6,,7,7,,,,5,,7,4,7,7,2,5,1,0,1,1,1,1,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,22500,80,40,5,40,13.33333,2,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,5,0,6,3,1,,,,,,6,5,7,7,7,6,5,4,3,3,1800000,9,0.06667,2,9000000,5,1,0,2,1,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1095
1583,14S21583,14S,Domestic,1,3001,Marlborough 14S,7,5,6,6,7,5,6,7,6,7,1,6.4,5,7,7,2,1,0,1,7,6,0,1,1,1,1,0,0,0,0,0,0,1,,4,4,7,7,,,,,,,,6,7,5,6,1,1,1,1,1,0,0,1,6,1,1,7,1,1,0,0,0,0,1,0,2,1,541.1111111,900,600,8,300,150,7,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,2,4,1,7,4,1,,,,,,6,6,6,6,6,6,6,4,2,2,487000,7,,1,,,1,0,3,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1283
1594,14S21594,14S,Domestic,1,3001,Marlborough 14S,5,6,5,4,3,3,5,6,6,6,1,5.8,6,6,7,2,3,1,1,4,6,1,1,1,0,1,0,0,0,0,0,0,1,4,3,3,,7,,,,,,,,5,7,6,7,1,1,1,1,1,0,0,1,5,1,1,5,1,1,0,0,0,0,1,0,2,0,9117.647059,340,40,5,300,75,6,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,3,0,5,3,1,,,,,,5,6,6,3,5,6,5,5,4,4,3100000,9,0.00129,2,600000000,6,1,0,6,1,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1114
1602,14S21602,14S,Domestic,1,3001,Marlborough 14S,2,3,3,3,3,3,1,3,2,3,3,2.6,3,3,3,4,3,1,88,1,3,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,1,6,7,5,1,0,1,0,1,1,0,1,,,88,2,3,0,0,1,0,0,0,0,4,,,,,,,,,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,2,1,1,1,1,1,4,3,3,500000,8,0.01111,2,15000000,5,1,0,2,5,0,0,0,0,0,0,0,1,PrefNo,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1407
1605,14S21605,14S,Domestic,1,3001,Marlborough 14S,5,5,6,2,2,2,3,4,4,6,2,6.4,7,7,7,4,3,1,0,4,7,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,7,5,1,6,1,0,0,0,1,0,0,1,2,0,88,4,1,1,0,0,0,1,0,0,1,0,12500,80,40,5,40,13.33333,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,3,3,5,4,6,3,2,6,3,3,1000000,9,0.01111,1,30000000,6,0,0,3,1,0,0,0,1,0,0,0,0,White,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1229
2095,14S22095,14S,Domestic,1,3001,Marlborough 14S,7,6,7,7,4,88,5,7,7,6,4,6.8,7,7,7,3,2,0,1,7,6,0,1,0,1,1,1,0,0,0,0,0,1,,6,,6,7,7,,,,,,,7,7,2,6,1,0,0,1,1,1,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,1550,60,20,3,40,40,5,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,0,,,,,,7,6,7,5,5,5,5,4,1,1,93000,4,0.20667,1,450000,2,1,0,1,2,0,0,0,1,0,0,0,0,White,3,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1434
2101,14S22101,14S,Domestic,1,3001,Marlborough 14S,7,6,88,5,1,88,6,6,5,4,2,5.2,5,5,5,1,3,0,1,6,5,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,5,5,2,5,1,0,0,1,1,0,0,1,,,1,3,2,0,1,0,0,0,0,0,4,,2913.73,400,160,7,240,240,7,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,,,,4,4,5,4,5,5,4,4,1,1,1165492,9,0.0044,2,265000000,6,1,1,3,2,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1415
2102,14S22102,14S,Domestic,1,3001,Marlborough 14S,5,7,6,88,7,7,7,3,7,1,2,,6,7,4,4,3,0,0,3,,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,6,5,1,5,1,0,0,1,1,1,0,1,7,1,1,3,1,1,0,0,0,1,0,0,1,1,,,,,,,,,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,0,,,,,,6,4,4,,,,,4,1,1,335297,7,0.16765,1,2000000,4,0,,1,2,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1403
2104,14S22104,14S,Domestic,1,3001,Marlborough 14S,7,6,4,5,7,6,7,7,7,88,4,6.2,7,7,7,1,2,0,1,6,4,0,0,0,0,1,0,0,0,0,0,0,1,,,,,7,,,,,,,,7,5,2,1,1,0,1,1,1,0,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4,2,0,6,2,0,,,,,,7,7,6,6,7,7,7,4,2,2,900000,8,0.93168,1,483000,2,1,0,1,2,0,1,0,0,0,0,0,0,Native Am.,2,1,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1394
2107,14S22107,14S,International,1,3001,Marlborough 14S,6,6,5,88,6,1,3,6,3,3,3,,7,7,6,4,3,0,0,6,77,0,1,0,0,1,0,0,0,0,0,0,1,,4,,,6,,,,,,,,2,4,2,7,1,1,1,1,1,0,0,1,2,0,1,4,1,1,0,0,0,1,0,0,1,0,1666.666667,900,500,8,400,133.33333,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,4,1,5,5,5,1,1,4,3,3,1500000,9,1000,2,500,1,0,0,3,2,,,,,,,,,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1041
2476,14S22476,14S,Domestic,1,3001,Marlborough 14S,5,5,6,5,88,88,5,7,4,6,2,5,6,7,7,4,3,77,1,2,3,1,1,0,0,1,0,0,0,0,0,0,1,4,5,,,6,,,,,,,,4,4,5,5,1,1,0,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,16666.66667,18,12,2,6,3,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,4,0,6,3,1,,,,,,4,5,3,4,3,2,2,4,2,2,300000,7,0.3,2,500000,3,1,0,1,5,0,0,0,0,0,0,0,1,PrefNo,2,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1270
2478,14S22478,14S,Domestic,1,3001,Marlborough 14S,5,5,4,3,2,2,2,5,3,1,2,3.4,4,3,4,4,2,0,1,4,2,1,0,0,0,1,0,0,0,0,0,0,1,4,,,,4,,,,,,,,2,4,5,6,1,1,1,1,1,0,0,1,,,1,5,2,0,1,0,0,0,0,0,4,,8300,60,40,5,20,8.88889,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,2,2,2,2,2,2,2,4,2.25,2,498000,7,0.03405,1,6500000,5,1,0,2,2,0,0,0,1,0,0,0,0,White,2,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1294
2490,14S22490,14S,Domestic,1,3001,Marlborough 14S,6,7,7,7,4,4,5,7,5,6,2,,7,7,7,2,3,0,1,6,77,0,0,0,1,1,1,0,0,0,0,0,1,,,,5,7,7,,,,,,,7,5,3,4,1,0,1,1,1,0,0,1,6,1,1,5,1,1,0,0,0,1,0,0,1,0,3000,250,100,7,150,75,6,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,4,2,7,3,1,,,,,,7,6,7,2,7,6,4,4,2,2,750000,8,0.06818,2,5500000,5,1,0,3,,0,0,0,1,0,0,0,0,White,2,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1157
2493,14S22493,14S,Domestic,1,3001,Marlborough 14S,3,5,2,2,2,4,6,4,6,4,2,6,7,6,6,4,2,1,0,4,7,1,1,0,1,1,0,0,0,0,0,0,1,5,5,,7,7,,,,,,,,3,4,5,6,1,1,1,1,1,1,0,1,2,1,1,3,1,1,0,0,0,1,0,0,1,0,937.5,160,60,6,100,50,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,,,,,,5,4,6,5,5,4,4,4,2,2,150000,6,0.015,3,5000000,5,1,1,2,1,0,0,0,1,0,0,0,0,White,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1472
2494,14S22494,14S,Domestic,1,3001,Marlborough 14S,4,6,5,5,88,88,4,5,6,1,88,,3,5,7,3,2,0,88,3,77,1,0,0,1,1,0,0,0,0,0,0,1,3,,,7,6,,,,,,,,4,4,1,6,1,0,0,1,1,1,0,1,2,1,1,3,1,1,0,0,0,1,0,0,1,0,13000,50,40,5,10,10,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,,,,,,2,4,5,3,4,3,3,1,1,1,650000,8,1.36842,1,475000,2,1,1,2,1,0,0,0,0,1,0,0,0,Hispanic,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1445
1621,14S21621,14S,International,1,3001,Marlborough 14S,7,7,5,7,7,7,7,5,6,6,1,6.6,7,7,7,3,3,0,1,5,7,1,1,0,1,1,0,0,0,0,0,0,1,4,4,,7,7,,,,,,,,7,7,2,5,1,0,1,1,1,1,0,1,,,1,6,2,0,1,0,0,0,0,0,4,,6805.555556,72,48,5,24,8,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,3,0,5,3,1,,,,,,7,6,7,5,7,7,6,4,3,3,490000,7,0.02722,2,6000000,5,1,1,6,1,,,,,,,,,,2,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opt-in,A1433
