fdntext,fldimp,undrfld,advknow,pubpol,comimp,undrwr,undrsoc,orgimp,impsust
Arlington 14S,61.111111111111114,27.777777777777779,27.777777777777779,27.777777777777779,94.444444444444443,94.444444444444443,83.333333333333329,94.444444444444443,94.444444444444443
Boylston 14S,38.888888888888886,83.333333333333329,72.222222222222229,94.444444444444443,16.666666666666668,16.666666666666668,38.888888888888886,27.777777777777779,27.777777777777779
Clarendon 14S,27.777777777777779,50.0,38.888888888888886,50.0,50.0,50.0,50.0,72.222222222222229,61.111111111111114
Dartmouth 14S,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,72.222222222222229,72.222222222222229,72.222222222222229,5.5555555555555554,16.666666666666668
Kenmore 14S,5.5555555555555554,5.5555555555555554,5.5555555555555554,5.5555555555555554,27.777777777777779,38.888888888888886,5.5555555555555554,16.666666666666668,5.5555555555555554
Marlborough 14S,72.222222222222229,72.222222222222229,94.444444444444443,83.333333333333329,5.5555555555555554,5.5555555555555554,16.666666666666668,61.111111111111114,72.222222222222229
Peabody 14S,83.333333333333329,38.888888888888886,61.111111111111114,38.888888888888886,61.111111111111114,61.111111111111114,27.777777777777779,50.0,38.888888888888886
Roxbury 14S,94.444444444444443,94.444444444444443,83.333333333333329,72.222222222222229,83.333333333333329,83.333333333333329,94.444444444444443,38.888888888888886,83.333333333333329
Tremont 14S,50.0,61.111111111111114,50.0,61.111111111111114,38.888888888888886,27.777777777777779,61.111111111111114,83.333333333333329,50.0
